Pclass,Age,SibSp,Parch,Fare,FamilySize,TicketGroup,Sex_male,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_Unknown,FamilyCategory_Large,FamilyCategory_Small,AgeGroup_Teenager,AgeGroup_Adult,AgeGroup_Elderly,Survived
2,-0.10393698404986167,-0.46508427634374117,0.7277823612437324,0.024573978259717865,0.07341192703021858,0.3517161889431792,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3,1.9405127433981457,-0.46508427634374117,-0.46618317148792077,-0.4949433935480804,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,-0.40131148986048093,-0.46508427634374117,0.7277823612437324,4.491398916700854,0.07341192703021858,0.3517161889431792,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0.7881865333819961,-0.46508427634374117,-0.46618317148792077,-0.6625632269369692,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,0.11909389530810277,0.4783345406270387,-0.46618317148792077,-0.32732356015919156,0.07341192703021858,-0.5490821079184883,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
3,-0.17828061050251648,0.4783345406270387,1.9217478939753856,-0.17427936445629313,1.3329129401751731,0.3517161889431792,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3,-1.8138403924609223,7.082266259422497,1.9217478939753856,0.7856304888639273,5.741166486182514,3.0541110795281816,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2,-0.029593357597206858,0.4783345406270387,-0.46618317148792077,-0.12118239860018547,0.07341192703021858,-0.5490821079184883,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
1,2.1263718095297826,-0.46508427634374117,0.7277823612437324,2.5328850564720184,0.07341192703021858,1.2525144858048467,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
3,-0.2526242369551713,-0.46508427634374117,-0.46618317148792077,-0.4975461859920073,-0.5563385795422586,-0.5490821079184883,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1,1.0855610391926154,-0.46508427634374117,0.7277823612437324,0.5446993623824175,0.07341192703021858,0.3517161889431792,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
3,-0.17828061050251648,-0.46508427634374117,-0.46618317148792077,-0.5121218236779976,-0.5563385795422586,-0.5490821079184883,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,0.19343752176075757,-0.46508427634374117,-0.46618317148792077,-0.4884364124382633,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,-0.2526242369551713,-0.46508427634374117,-0.46618317148792077,-0.44392866164711425,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,-0.9960605014817194,-0.46508427634374117,-0.46618317148792077,-0.4949433935480804,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3,-0.7730296221237549,-0.46508427634374117,-0.46618317148792077,-0.5006695369247195,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,-0.17828061050251648,-0.46508427634374117,-0.46618317148792077,-0.49815419830690855,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,1.3829355450032346,-0.46508427634374117,-0.46618317148792077,-0.4990204076322475,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,-0.17828061050251648,-0.46508427634374117,-0.46618317148792077,-0.5011900954135049,-0.5563385795422586,-0.5490821079184883,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,-1.5164658866503031,4.252009808510158,1.9217478939753856,0.314004498024383,3.851914966465082,2.153312782666514,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,0.416468401118722,0.4783345406270387,-0.46618317148792077,1.0755815671173778,0.07341192703021858,-0.5490821079184883,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
3,-1.2934350072923386,0.4783345406270387,-0.46618317148792077,-0.42848473240183,0.07341192703021858,-0.5490821079184883,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3,0.11909389530810277,-0.46508427634374117,-0.46618317148792077,-0.4990204076322475,-0.5563385795422586,-0.5490821079184883,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,-0.17828061050251648,0.4783345406270387,-0.46618317148792077,-0.3740009987315981,0.07341192703021858,-0.5490821079184883,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
1,1.0112174127399605,-0.46508427634374117,0.7277823612437324,3.7379779580101484,0.07341192703021858,0.3517161889431792,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
3,0.08192208208177536,-0.46508427634374117,-0.46618317148792077,-0.5011900954135049,-0.5563385795422586,-0.5490821079184883,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,0.3421247746660672,-0.46508427634374117,-0.46618317148792077,-0.4949433935480804,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,0.04475026885544795,-0.46508427634374117,-0.46618317148792077,-0.6625632269369692,-0.5563385795422586,1.2525144858048467,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,-0.47565511631313573,-0.46508427634374117,-0.46618317148792077,-0.3918728127685774,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,-0.40131148986048093,-0.46508427634374117,1.9217478939753856,-0.3148301564283428,0.7031624336026958,0.3517161889431792,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
2,0.7138429069293413,-0.46508427634374117,-0.46618317148792077,-0.12118239860018547,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,-0.40131148986048093,-0.46508427634374117,-0.46618317148792077,-0.3918728127685774,-0.5563385795422586,-0.5490821079184883,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
3,-0.17828061050251648,-0.46508427634374117,-0.46618317148792077,-0.4995409661210328,-0.5563385795422586,-0.5490821079184883,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,-2.1298008048847055,1.4217533575978185,0.7277823612437324,-0.2615603651539584,1.3329129401751731,1.2525144858048467,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2,0.3421247746660672,-0.46508427634374117,-0.46618317148792077,-0.3918728127685774,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,-0.47565511631313573,-0.46508427634374117,-0.46618317148792077,-0.47047714457516815,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,0.9368737862873057,0.4783345406270387,-0.46618317148792077,-0.12118239860018547,0.07341192703021858,-0.5490821079184883,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
3,-0.17828061050251648,-0.46508427634374117,-0.46618317148792077,-0.4864416323092378,-0.5563385795422586,-0.5490821079184883,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,-0.5499987427657905,-0.46508427634374117,-0.46618317148792077,-0.4949433935480804,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,-2.123853314768493,-0.46508427634374117,1.9217478939753856,-0.058715379945941185,0.7031624336026958,0.3517161889431792,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3,-0.8473732485764098,-0.46508427634374117,-0.46618317148792077,-0.5053545633237878,-0.5563385795422586,-0.5490821079184883,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2,1.6803100508138538,-0.46508427634374117,-0.46618317148792077,-0.38146164299287,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,-0.9217168750290646,0.4783345406270387,-0.46618317148792077,-0.5156782792733793,0.07341192703021858,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1,1.4572791714558895,0.4783345406270387,-0.46618317148792077,1.192794680920202,0.07341192703021858,0.3517161889431792,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
3,1.0855610391926154,-0.46508427634374117,-0.46618317148792077,-0.4975461859920073,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3,-1.7394967660082674,-0.46508427634374117,0.7277823612437324,-0.4028045410330702,0.07341192703021858,-0.5490821079184883,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1,2.572433568245712,-0.46508427634374117,-0.46618317148792077,-0.12118239860018547,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3,-0.8473732485764098,-0.46508427634374117,-0.46618317148792077,-0.5006695369247195,-0.5563385795422586,-0.5490821079184883,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3,-0.7730296221237549,-0.46508427634374117,-0.46618317148792077,-0.36063930344145523,-0.5563385795422586,0.3517161889431792,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,-0.2526242369551713,0.4783345406270387,1.9217478939753856,-0.23414359066661056,1.3329129401751731,0.3517161889431792,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2,1.0112174127399605,0.4783345406270387,0.7277823612437324,-0.11597681371233177,0.7031624336026958,1.2525144858048467,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3,-0.17828061050251648,-0.46508427634374117,-0.46618317148792077,-0.1597037267703028,-0.5563385795422586,1.2525144858048467,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,-0.47565511631313573,-0.46508427634374117,-0.46618317148792077,-0.4975461859920073,-0.5563385795422586,-0.5490821079184883,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,-0.9960605014817194,3.3085909915393783,0.7277823612437324,0.1638233740098041,2.592413953320128,3.0541110795281816,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
1,0.4908120275713768,-0.46508427634374117,1.9217478939753856,0.8158228812134788,0.7031624336026958,-0.5490821079184883,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
1,-0.5499987427657905,-0.46508427634374117,0.7277823612437324,0.48266544839084263,0.07341192703021858,0.3517161889431792,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
3,-0.7730296221237549,-0.46508427634374117,-0.46618317148792077,-0.49815419830690855,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,-0.8473732485764098,-0.46508427634374117,-0.46618317148792077,-0.49849984914346207,-0.5563385795422586,-0.5490821079184883,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3,1.3085919185505797,-0.46508427634374117,-0.46618317148792077,-0.4751621709742364,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,0.7881865333819961,-0.46508427634374117,-0.46618317148792077,-0.3346113790021868,-0.5563385795422586,-0.5490821079184883,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3,-0.6986859956711001,0.4783345406270387,-0.46618317148792077,-0.45798374084431925,0.07341192703021858,-0.5490821079184883,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2,0.4908120275713768,0.4783345406270387,-0.46618317148792077,-0.12118239860018547,0.07341192703021858,-0.5490821079184883,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
3,-0.8473732485764098,0.4783345406270387,0.7277823612437324,-0.4990204076322475,0.7031624336026958,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2,-0.8473732485764098,-0.46508427634374117,-0.46618317148792077,-0.42310632209569954,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3,0.19343752176075757,-0.46508427634374117,-0.46618317148792077,0.5138115038918489,-0.5563385795422586,3.9549093763898493,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3,0.26778114821341237,-0.46508427634374117,-0.46618317148792077,-0.49815419830690855,-0.5563385795422586,-0.5490821079184883,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0.416468401118722,-0.46508427634374117,-0.46618317148792077,-0.10973011184690733,-0.5563385795422586,-0.5490821079184883,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1,2.572433568245712,0.4783345406270387,4.309678959438692,4.813712075085113,2.592413953320128,-0.5490821079184883,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,1.6803100508138538,0.4783345406270387,0.7277823612437324,0.9959361183332165,0.7031624336026958,1.2525144858048467,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
3,-0.40131148986048093,-0.46508427634374117,3.1157134267070385,-0.2615603651539584,1.3329129401751731,1.2525144858048467,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
3,2.3494026888877473,-0.46508427634374117,-0.46618317148792077,-0.5326838839850196,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,-0.40131148986048093,-0.46508427634374117,-0.46618317148792077,-0.44392866164711425,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,1.0112174127399605,-0.46508427634374117,-0.46618317148792077,-0.4949433935480804,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,0.3421247746660672,-0.46508427634374117,-0.46618317148792077,-0.44392866164711425,-0.5563385795422586,-0.5490821079184883,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
3,2.498089941793057,-0.46508427634374117,-0.46618317148792077,-0.4629290464877802,-0.5563385795422586,-0.5490821079184883,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1,-0.40131148986048093,-0.46508427634374117,-0.46618317148792077,0.7804249039760736,-0.5563385795422586,-0.5490821079184883,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0.6394992804766865,0.4783345406270387,-0.46618317148792077,0.8217218500083945,0.07341192703021858,-0.5490821079184883,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
3,-0.6243423692184453,-0.46508427634374117,-0.46618317148792077,-0.5116012651892122,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,1.15990466564527,0.4783345406270387,0.7277823612437324,2.7703471811842633,0.7031624336026958,0.3517161889431792,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
3,-0.9960605014817194,0.4783345406270387,3.1157134267070385,0.053204695142913164,1.9626634467476503,2.153312782666514,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
3,-0.6986859956711001,0.4783345406270387,-0.46618317148792077,-0.4975461859920073,0.07341192703021858,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
2,0.04475026885544795,-0.46508427634374117,-0.46618317148792077,-0.3491870166881771,-0.5563385795422586,-0.5490821079184883,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,0.8625301598346509,-0.46508427634374117,5.503644492170345,0.1638233740098041,2.592413953320128,3.0541110795281816,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
2,0.04475026885544795,-0.46508427634374117,-0.46618317148792077,-0.3918728127685774,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,-0.029593357597206858,-0.46508427634374117,-0.46618317148792077,-0.4949433935480804,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,-1.962527645366232,2.3651721745685985,0.7277823612437324,-0.22373242089090317,1.9626634467476503,2.153312782666514,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2,-1.962527645366232,0.4783345406270387,0.7277823612437324,-0.12118239860018547,0.7031624336026958,1.2525144858048467,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2,1.8289973037191634,0.4783345406270387,-0.46618317148792077,-0.12118239860018547,0.07341192703021858,0.3517161889431792,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3,-0.10393698404986167,1.4217533575978185,-0.46618317148792077,-0.4975461859920073,0.7031624336026958,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3,0.4908120275713768,-0.46508427634374117,-0.46618317148792077,-0.5064831341274745,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,1.3829355450032346,-0.46508427634374117,-0.46618317148792077,-0.10973011184690733,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,0.11909389530810277,-0.46508427634374117,-0.46618317148792077,-0.4817566059101695,-0.5563385795422586,-0.5490821079184883,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3,-0.2526242369551713,-0.46508427634374117,-0.46618317148792077,-0.49815419830690855,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,-1.8138403924609223,2.3651721745685985,0.7277823612437324,-0.13228695228295498,1.9626634467476503,1.2525144858048467,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3,-2.1543342016140814,-0.46508427634374117,0.7277823612437324,-0.4852256076794352,0.07341192703021858,-0.5490821079184883,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3,-0.3269678634078261,-0.46508427634374117,-0.46618317148792077,-0.5006695369247195,-0.5563385795422586,-0.5490821079184883,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0.7881865333819961,-0.46508427634374117,-0.46618317148792077,0.4201984297365983,-0.5563385795422586,0.3517161889431792,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0.6394992804766865,-0.46508427634374117,-0.46618317148792077,-0.48218971057283894,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,-0.17828061050251648,-0.46508427634374117,-0.46618317148792077,-0.4949433935480804,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,-1.8138403924609223,0.4783345406270387,0.7277823612437324,-0.3451100026040101,0.7031624336026958,-0.5490821079184883,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3,-1.0704041279343741,0.4783345406270387,0.7277823612437324,-0.5120343698518817,0.7031624336026958,-0.5490821079184883,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2,0.416468401118722,-0.46508427634374117,-0.46618317148792077,-0.12118239860018547,-0.5563385795422586,0.3517161889431792,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,-0.17828061050251648,-0.46508427634374117,-0.46618317148792077,-0.5006695369247195,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,-0.40131148986048093,-0.46508427634374117,-0.46618317148792077,0.9865660655350799,-0.5563385795422586,0.3517161889431792,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0.4908120275713768,-0.46508427634374117,-0.46618317148792077,0.17293314756354805,-0.5563385795422586,-0.5490821079184883,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,-0.5499987427657905,-0.46508427634374117,-0.46618317148792077,-0.5006695369247195,-0.5563385795422586,-0.5490821079184883,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1,1.5316227979085442,1.4217533575978185,-0.46618317148792077,2.120342454109614,0.7031624336026958,0.3517161889431792,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
3,-0.17828061050251648,-0.46508427634374117,-0.46618317148792077,-0.5011900954135049,-0.5563385795422586,-0.5490821079184883,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,1.1970764788715975,-0.46508427634374117,-0.46618317148792077,-0.5121218236779976,-0.5563385795422586,-0.5490821079184883,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,0.26778114821341237,-0.46508427634374117,-0.46618317148792077,-0.5006695369247195,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,-0.7730296221237549,-0.46508427634374117,-0.46618317148792077,-0.49815419830690855,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,-0.8473732485764098,-0.46508427634374117,-0.46618317148792077,-0.3918728127685774,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3,-0.9960605014817194,-0.46508427634374117,-0.46618317148792077,-0.5011900954135049,-0.5563385795422586,-0.5490821079184883,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1,0.7881865333819961,-0.46508427634374117,-0.46618317148792077,-0.03789304039452642,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1,0.7881865333819961,-0.46508427634374117,-0.46618317148792077,-0.04413974225995086,-0.5563385795422586,-0.5490821079184883,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,1.3829355450032346,0.4783345406270387,-0.46618317148792077,0.9351182289714443,0.07341192703021858,1.2525144858048467,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
3,-0.5499987427657905,-0.46508427634374117,-0.46618317148792077,-0.49815419830690855,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,-0.029593357597206858,-0.46508427634374117,-0.46618317148792077,-0.03789304039452642,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0.7881865333819961,-0.46508427634374117,-0.46618317148792077,-0.12274407406654156,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0.6394992804766865,-0.46508427634374117,0.7277823612437324,2.5328850564720184,0.07341192703021858,1.2525144858048467,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3,1.0855610391926154,-0.46508427634374117,-0.46618317148792077,-0.4949433935480804,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,-1.962527645366232,0.4783345406270387,0.7277823612437324,-0.2721443603479425,0.7031624336026958,1.2525144858048467,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1,-0.8473732485764098,0.4783345406270387,-0.46618317148792077,4.075039579498675,0.07341192703021858,2.153312782666514,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
1,-0.8473732485764098,0.4783345406270387,-0.46618317148792077,1.6049895502120983,0.07341192703021858,0.3517161889431792,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
3,-0.17828061050251648,0.4783345406270387,-0.46618317148792077,-0.1597037267703028,0.07341192703021858,1.2525144858048467,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3,-2.0368712718188866,2.3651721745685985,0.7277823612437324,-0.22373242089090317,1.9626634467476503,2.153312782666514,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,0.416468401118722,-0.46508427634374117,-0.46618317148792077,10.005329337567716,-0.5563385795422586,0.3517161889431792,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
3,3.3158698327722598,-0.46508427634374117,-0.46618317148792077,-0.5006695369247195,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,0.11909389530810277,-0.46508427634374117,-0.46618317148792077,-0.3918728127685774,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3,-0.06676517082353427,-0.46508427634374117,-0.46618317148792077,-0.32732356015919156,-0.5563385795422586,0.3517161889431792,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,1.977684556624473,-0.46508427634374117,-0.46618317148792077,-0.023404856534652064,-0.5563385795422586,-0.5490821079184883,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,-0.2526242369551713,0.4783345406270387,-0.46618317148792077,-0.4990204076322475,0.07341192703021858,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3,0.19343752176075757,-0.46508427634374117,-0.46618317148792077,-0.4990204076322475,-0.5563385795422586,-0.5490821079184883,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3,-0.17828061050251648,-0.46508427634374117,-0.46618317148792077,-0.5120343698518817,-0.5563385795422586,-0.5490821079184883,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1,0.7881865333819961,-0.46508427634374117,-0.46618317148792077,-0.017070700843111658,-0.5563385795422586,-0.5490821079184883,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
